Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,GR_clipped,GR_median_7,GR_median_9,GR_median_11,GR_median_15
2,B2 SH,SHANKLE,2859,78.06,0.668,-13.9,28.955,2.4,1,0.912,78.06,73.13,69.72,67.14,66.86
2,B2 SH,SHANKLE,2859.5,78.18,0.643,-7.2,21.33,3,1,0.882,78.18,73.13,69.72,67.14,66.86
2,B2 SH,SHANKLE,2860,78.8,0.638,0.8,12.435,3.1,1,0.853,78.8,73.13,69.72,67.83,66.86
2,B2 SH,SHANKLE,2860.5,73.13,0.667,2.6,9.145,3.3,1,0.824,73.13,73.13,69.72,67.83,66.86
2,B2 SH,SHANKLE,2861,66.19,0.7,3,8.185,3.3,1,0.794,66.19,67.83,67.83,67.83,66.86
2,B2 SH,SHANKLE,2861.5,67.14,0.727,3.8,8.49,3.3,1,0.765,67.14,67.14,67.14,67.14,66.86
2,B2 SH,SHANKLE,2862,66.86,0.746,6.2,9.41,3.2,1,0.735,66.86,66.86,66.86,66.86,66.86
2,B2 SH,SHANKLE,2862.5,67.83,0.747,8.8,10.57,3.1,1,0.706,67.83,66.19,66.19,66.19,66.19
2,B2 SH,SHANKLE,2863,66.01,0.726,10.4,11.44,3.2,1,0.676,66.01,66.01,66.01,66.01,66.19
2,B2 SH,SHANKLE,2863.5,63.89,0.698,10.4,11.56,3.2,1,0.647,63.89,63.89,63.89,63.89,66.19
2,B2 SH,SHANKLE,2864,62.15,0.67,9,11.04,3.5,1,0.618,62.15,63.38,63.38,63.89,66.19
2,B2 SH,SHANKLE,2864.5,63.38,0.637,9.2,10.57,3.5,1,0.588,63.38,62.83,63.38,63.89,66.19
2,B2 SH,SHANKLE,2865,62.83,0.617,9.6,10.765,3.6,1,0.559,62.83,62.83,63.38,63.89,66.86
2,B2 SH,SHANKLE,2865.5,62.75,0.616,11.2,10.75,3.6,1,0.529,62.75,62.83,63.38,63.89,66.01
2,B2 SH,SHANKLE,2866,59.66,0.617,11.2,10.465,3.8,1,0.5,59.66,63.38,63.38,63.89,63.89
2,B2 SH,SHANKLE,2866.5,67.99,0.625,14.3,11.855,3.7,1,0.471,67.99,67.75,67.75,63.38,63.38
2,B2 SH,SHANKLE,2867,67.75,0.645,13.2,18.745,2.9,1,0.441,67.75,67.99,67.75,63.38,63.38
3,B2 SH,SHANKLE,2867.5,76.63,0.676,1.3,28.06,2.5,1,0.412,76.63,67.99,67.75,63.21,63.38
3,B2 SH,SHANKLE,2868,78.56,0.705,-6,27.415,2,1,0.382,78.56,67.99,67.75,67.52,67.52
3,B2 SH,SHANKLE,2868.5,69.82,0.736,-11.1,21.085,2.8,1,0.353,69.82,67.75,67.75,67.75,67.75
2,B2 SH,SHANKLE,2869,63.21,0.767,0.3,9.5,3.5,1,0.324,63.21,67.52,67.75,67.99,67.75
2,B2 SH,SHANKLE,2869.5,56.18,0.799,2,5.64,3.6,1,0.294,56.18,67.52,68.79,68.79,67.75
2,B2 SH,SHANKLE,2870,60.86,0.798,2.6,6.47,3.5,1,0.176,60.86,67.52,68.79,68.79,67.75
2,B2 SH,SHANKLE,2870.5,67.52,0.712,5.3,9.15,3.2,1,0.147,67.52,67.52,67.52,67.52,67.52
2,B2 SH,SHANKLE,2871,68.79,0.619,11.5,17.22,2.8,1,0.118,68.79,67.52,63.21,63.21,63.21
3,B2 SH,SHANKLE,2871.5,76.18,0.54,1.2,32.92,2.4,1,0.088,76.18,67.52,63.06,63.06,63.06
3,B2 SH,SHANKLE,2872,74.5,0.486,-2.1,38.485,2.2,1,0.059,74.5,67.52,63.06,60.86,60.86
3,B2 SH,SHANKLE,2872.5,63.06,0.464,-4.1,36.14,2.5,1,0.029,63.06,63.06,63.06,60.86,56.18
6,B2 LM,SHANKLE,2873,40.97,0.47,2.2,25.745,3.2,2,1,40.97,40.97,40.97,40.97,56.18
6,B2 LM,SHANKLE,2873.5,35.02,0.481,2.2,17.06,3.5,2,0.857,35.02,35.02,35.02,40.97,60.36
6,B2 LM,SHANKLE,2874,30.28,0.498,-1.7,10.485,4.1,2,0.714,30.28,34.92,35.02,40.97,60.36
6,B2 LM,SHANKLE,2874.5,27.63,0.524,-3.1,5.835,4.8,2,0.571,27.63,34.92,35.02,40.97,60.36
6,B2 LM,SHANKLE,2875,28.84,0.567,-1.3,3.865,4.7,2,0.429,28.84,34.92,35.02,40.97,60.36
6,B2 LM,SHANKLE,2875.5,34.92,0.643,1.9,4.385,4,2,0.286,34.92,34.92,35.02,40.97,60.36
6,B2 LM,SHANKLE,2876,46.06,0.732,5.2,6.805,3.5,2,0.143,46.06,46.06,46.06,46.06,60.36
3,B3 SH,SHANKLE,2876.5,60.36,0.793,9.5,9.275,3.4,1,1,60.36,60.36,60.36,60.36,60.36
3,B3 SH,SHANKLE,2877,79.94,0.804,12.1,10.99,3.3,1,0.977,79.94,77.93,75.73,66,64.77
3,B3 SH,SHANKLE,2877.5,81.32,0.779,13,11.5,3.5,1,0.955,81.32,77.93,75.73,74.79,64.77
3,B3 SH,SHANKLE,2878,80.39,0.738,10.7,10.86,3.5,1,0.932,80.39,77.93,75.73,74.79,64.77
3,B3 SH,SHANKLE,2878.5,77.93,0.702,8.6,10.29,3.4,1,0.909,77.93,77.93,75.73,74.79,64.77
3,B3 SH,SHANKLE,2879,75.73,0.679,6.8,9.89,3.3,1,0.886,75.73,75.73,75.73,74.79,66
2,B3 SH,SHANKLE,2879.5,66,0.669,6.5,9.98,3.3,1,0.864,66,74.79,74.79,74.79,74.79
2,B3 SH,SHANKLE,2880,74.79,0.666,5.8,9.985,3.5,1,0.841,74.79,66,66,74.79,75.73
2,B3 SH,SHANKLE,2880.5,64.77,0.665,4.6,9.89,3.6,1,0.818,64.77,64.77,66,74.79,75.73
2,B3 SH,SHANKLE,2881,62.9,0.659,3.9,10.335,3.5,1,0.795,62.9,64.77,66,74.79,74.79
2,B3 SH,SHANKLE,2881.5,64.65,0.646,4.8,11.02,3.3,1,0.773,64.65,64.77,66,67.3,67.3
2,B3 SH,SHANKLE,2882,63.61,0.625,6.2,11.625,3,1,0.75,63.61,64.77,67.3,66,66
3,B3 SH,SHANKLE,2882.5,79.7,0.591,6.8,11.865,2.8,1,0.727,79.7,67.3,64.77,64.77,64.77
3,B3 SH,SHANKLE,2883,80.43,0.544,6.1,11.935,2.8,1,0.705,80.43,67.3,64.65,64.65,64.65
3,B3 SH,SHANKLE,2883.5,78.5,0.498,7.3,12.61,2.7,1,0.682,78.5,67.3,64.65,64.18,64.18
2,B3 SH,SHANKLE,2884,67.3,0.456,8.3,14.11,2.7,1,0.659,67.3,67.3,64.18,64.18,64.18
2,B3 SH,SHANKLE,2884.5,64.18,0.418,7.6,15.635,2.7,1,0.636,64.18,64.18,64.18,63.61,64.18
2,B3 SH,SHANKLE,2885,55.59,0.387,6.5,16.275,2.6,1,0.614,55.59,63.11,63.11,64.18,64.65
2,B3 SH,SHANKLE,2885.5,61.6,0.362,5.1,16.055,2.7,1,0.591,61.6,62.47,63.11,64.18,67.3
2,B3 SH,SHANKLE,2886,59.33,0.346,5.8,15.965,2.7,1,0.568,59.33,62.47,63.11,64.18,69.97
2,B3 SH,SHANKLE,2886.5,63.11,0.348,6.4,15.65,2.8,1,0.545,63.11,62.47,63.11,64.18,69.38
2,B3 SH,SHANKLE,2887,62.47,0.358,7.7,15.31,3,1,0.523,62.47,63.11,63.11,64.18,67.3
2,B3 SH,SHANKLE,2887.5,69.97,0.358,7.7,14.55,3.1,1,0.5,69.97,69.97,69.97,69.38,64.18
2,B3 SH,SHANKLE,2888,71.32,0.358,8,14.36,3.3,1,0.477,71.32,71.32,69.97,69.38,63.96
2,B3 SH,SHANKLE,2888.5,71.32,0.358,8,14.36,3.3,1,0.477,71.32,71.32,69.97,69.38,63.96
2,B3 SH,SHANKLE,2889,72.08,0.358,8.6,14.54,3.1,1,0.455,72.08,71.32,69.97,69.38,68.77
2,B3 SH,SHANKLE,2889.5,72.65,0.356,9.8,15.115,2.9,1,0.432,72.65,71.32,69.97,69.38,68.94
2,B3 SH,SHANKLE,2890,69.38,0.354,8.1,15.995,2.7,1,0.409,69.38,69.38,69.38,69.94,68.94
2,B3 SH,SHANKLE,2890.5,63.68,0.348,5.7,17.015,2.7,1,0.386,63.68,68.77,69.38,69.38,69.38
2,B3 SH,SHANKLE,2891,63.96,0.328,5.1,17.755,2.6,1,0.364,63.96,68.77,68.94,68.94,69.72
2,B3 SH,SHANKLE,2891.5,61.06,0.305,4.9,18.465,2.6,1,0.341,61.06,68.77,68.77,68.94,69.72
2,B3 SH,SHANKLE,2892,68.77,0.286,5.3,19.315,2.5,1,0.318,68.77,68.13,68.77,68.94,69.72
2,B3 SH,SHANKLE,2892.5,69.94,0.274,5,20.22,2.6,1,0.295,69.94,68.77,68.77,68.94,69.72
1,B3 SH,SHANKLE,2893,68.94,0.27,4.6,20.435,2.6,1,0.273,68.94,68.94,68.94,68.94,69.72
1,B3 SH,SHANKLE,2893.5,68.13,0.279,3.8,20.185,2.7,1,0.25,68.13,69.72,69.72,69.72,69.72
1,B3 SH,SHANKLE,2894,69.83,0.301,3.1,19.13,2.6,1,0.227,69.83,69.83,69.83,69.83,69.83
1,B3 SH,SHANKLE,2894.5,69.72,0.326,2.3,18.115,2.6,1,0.205,69.72,69.83,69.94,69.94,69.83
1,B3 SH,SHANKLE,2895,79.64,0.35,3,16.33,2.7,1,0.182,79.64,79.64,79.64,79.64,69.83
2,B3 SH,SHANKLE,2895.5,83.41,0.367,5.6,14.845,3,1,0.159,83.41,81.3,81.3,79.64,69.83
3,B3 SH,SHANKLE,2896,85.63,0.386,7.6,14.515,2.6,1,0.136,85.63,81.46,81.3,79.64,69.83
3,B3 SH,SHANKLE,2896.5,88.6,0.412,5.2,18.02,2.5,1,0.114,88.6,81.46,81.3,79.64,69.72
3,B3 SH,SHANKLE,2897,81.3,0.453,-5.5,25.095,2.2,1,0.091,81.3,81.46,81.3,79.64,69.72
3,B3 SH,SHANKLE,2897.5,81.46,0.505,-12.1,35.24,2,1,0.068,81.46,81.3,81.3,79.64,69.72
2,B4 SH,SHANKLE,2899.5,67.06,0.607,-13.2,25.315,3.2,1,0.979,67.06,67.06,67.06,67.06,67.06
2,B4 SH,SHANKLE,2900,63.21,0.607,-0.6,16.415,3.1,1,0.958,63.21,63.21,63.21,63.21,63.21
2,B4 SH,SHANKLE,2900.5,62.1,0.607,0.7,15.25,2.9,1,0.938,62.1,62.1,62.1,62.1,62.1
1,B4 SH,SHANKLE,2901,59.12,0.599,-1.9,15.465,2.8,1,0.917,59.12,59.12,59.12,59.12,59.71
1,B4 SH,SHANKLE,2901.5,53.43,0.58,1.5,12.685,2.9,1,0.896,53.43,55.43,56.29,57.56,59.71
1,B4 SH,SHANKLE,2902,55.43,0.556,3.9,11.32,3,1,0.875,55.43,55.43,56.29,57.56,59.71
1,B4 SH,SHANKLE,2902.5,50.01,0.528,2.1,12.39,3,1,0.854,50.01,55.43,56.29,57.56,59.71
1,B4 SH,SHANKLE,2903,54.96,0.493,1.2,12.93,2.9,1,0.833,54.96,55.43,56.29,57.56,59.71
1,B4 SH,SHANKLE,2903.5,56.29,0.456,0.7,13.1,2.8,1,0.813,56.29,56.29,56.29,57.56,59.71
1,B4 SH,SHANKLE,2904,57.56,0.425,1.3,13.6,2.9,1,0.792,57.56,57.56,57.56,57.56,59.71
1,B4 SH,SHANKLE,2904.5,59.71,0.396,0.8,13.875,2.9,1,0.771,59.71,59.71,59.71,59.71,59.71
1,B4 SH,SHANKLE,2905,59.88,0.371,1.2,14.2,2.9,1,0.75,59.88,59.88,59.88,59.88,59.88
1,B4 SH,SHANKLE,2905.5,62.44,0.352,1.5,14.5,2.7,1,0.729,62.44,60.4,60.4,60.4,60.4
1,B4 SH,SHANKLE,2906,65.13,0.342,1.4,15.285,2.7,1,0.708,65.13,62.44,60.44,60.44,60.44
1,B4 SH,SHANKLE,2906.5,60.4,0.338,1.2,15.91,2.7,1,0.688,60.4,62.44,62.44,62.44,62.44
1,B4 SH,SHANKLE,2907,63.4,0.346,0.1,15.585,2.8,1,0.667,63.4,63.4,63.4,63.4,63.4
1,B4 SH,SHANKLE,2907.5,65.4,0.358,1.4,14.44,2.8,1,0.646,65.4,65.13,65.13,65.13,65.13
1,B4 SH,SHANKLE,2908,60.44,0.371,3,13.57,2.9,1,0.625,60.44,65.4,65.4,65.4,65.4
1,B4 SH,SHANKLE,2908.5,71.83,0.384,5.6,13.74,2.8,1,0.604,71.83,71.83,71.56,69.26,65.4
1,B4 SH,SHANKLE,2909,78.1,0.389,7.1,14.31,2.8,1,0.583,78.1,71.83,71.56,69.26,65.4
1,B4 SH,SHANKLE,2909.5,82.34,0.386,7.7,14.44,2.7,1,0.563,82.34,71.83,71.56,69.26,65.4
1,B4 SH,SHANKLE,2910,85.94,0.384,7.7,14.25,2.7,1,0.542,85.94,71.83,71.56,69.26,65.4
1,B4 SH,SHANKLE,2910.5,71.56,0.38,8.2,14.51,2.7,1,0.521,71.56,71.56,71.56,69.26,65.4
1,B4 SH,SHANKLE,2911,69.26,0.373,7.2,15.655,2.7,1,0.5,69.26,69.26,69.26,69.26,65.4
1,B4 SH,SHANKLE,2911.5,65.79,0.365,6,16.385,2.8,1,0.479,65.79,65.79,65.79,65.79,62.03
1,B4 SH,SHANKLE,2912,58.76,0.354,3.5,16.94,2.7,1,0.458,58.76,62,62,62.03,62.43
1,B4 SH,SHANKLE,2912.5,60.11,0.342,1.3,17.025,2.6,1,0.438,60.11,61.56,62,62,62.43
1,B4 SH,SHANKLE,2913,62,0.344,0.3,17.325,2.6,1,0.417,62,61.56,61.56,62,62.43
1,B4 SH,SHANKLE,2913.5,61.56,0.354,0.6,17.815,2.8,1,0.396,61.56,60.11,61.56,62,62.43
1,B4 SH,SHANKLE,2914,58.39,0.362,1.3,18.575,2.7,1,0.375,58.39,61.56,61.56,62,62.43
1,B4 SH,SHANKLE,2914.5,62.03,0.362,-0.8,18.52,2.6,1,0.354,62.03,62,62,62,62.43
1,B4 SH,SHANKLE,2915,58.92,0.348,-1.6,17.575,2.6,1,0.333,58.92,62.03,62.03,62.03,62.43
1,B4 SH,SHANKLE,2915.5,62.43,0.324,-0.2,16.275,2.6,1,0.313,62.43,62.43,62.43,62.43,62.43
1,B4 SH,SHANKLE,2916,63.32,0.292,4,16.375,2.7,1,0.292,63.32,63.11,63.11,63.11,63.11
1,B4 SH,SHANKLE,2916.5,64.42,0.262,5.9,17.115,2.8,1,0.271,64.42,63.11,63.11,63.11,63.11
2,B4 SH,SHANKLE,2917,63.11,0.243,5.9,18.435,2.8,1,0.25,63.11,63.32,63.27,63.27,63.27
2,B4 SH,SHANKLE,2917.5,63.11,0.243,5.9,18.435,2.8,1,0.25,63.11,63.32,63.32,63.32,63.32
2,B4 SH,SHANKLE,2918,68.73,0.236,4.7,18.565,2.8,1,0.229,68.73,63.95,63.95,63.95,63.95
2,B4 SH,SHANKLE,2918.5,68.82,0.243,3.7,18.135,3,1,0.208,68.82,63.95,64.42,64.42,64.42
2,B4 SH,SHANKLE,2919,63.27,0.258,3.9,16.665,3.1,1,0.188,63.27,68.73,68.73,68.73,68.73
2,B4 SH,SHANKLE,2919.5,63.95,0.279,5,15.155,3.3,1,0.167,63.95,68.82,68.82,68.82,68.73
2,B4 SH,SHANKLE,2920,73.72,0.301,7,13.77,3.2,1,0.146,73.72,70.47,70.47,70.47,68.73
2,B4 SH,SHANKLE,2920.5,70.47,0.324,8.1,14.83,2.4,1,0.125,70.47,73.72,73.72,70.47,68.73
3,B4 SH,SHANKLE,2921,78.62,0.354,0.5,24.675,2.1,1,0.104,78.62,74.51,73.72,70.47,68.73
3,B4 SH,SHANKLE,2921.5,81.91,0.398,-9.6,35.2,1.9,1,0.083,81.91,74.51,73.72,70.47,68.73
3,B4 SH,SHANKLE,2922,77.68,0.459,-6.8,44.645,1.9,1,0.063,77.68,74.51,73.72,70.47,66.9
3,B4 SH,SHANKLE,2922.5,74.51,0.538,-7.4,51.805,2,1,0.042,74.51,74.51,70.47,70.47,63.95
3,B4 SH,SHANKLE,2923,66.9,0.605,-13,46.795,2,1,0.021,66.9,66.9,66.9,66.9,63.95
6,B4 LM,SHANKLE,2924,26.06,0.725,-12.9,16.17,4.4,1,0.857,26.06,26.06,26.06,26.06,66.9
6,B4 LM,SHANKLE,2924.5,20.73,0.796,3.7,4.785,4.1,2,0.714,20.73,20.85,24.51,26.06,66.9
6,B4 LM,SHANKLE,2925,18.4,0.876,7.6,4.555,3.7,2,0.571,18.4,20.85,24.51,26.06,66.9
6,B4 LM,SHANKLE,2925.5,20.07,0.941,9.7,6.745,3.3,2,0.429,20.07,20.85,24.51,26.06,66.9
6,B4 LM,SHANKLE,2926,20.85,0.903,7.7,9.415,3.4,2,0.286,20.85,20.85,24.51,26.06,66.9
6,B4 LM,SHANKLE,2926.5,24.51,0.809,4.3,11.98,2.5,2,0.143,24.51,24.51,24.51,26.06,66.9
3,B5 SH,SHANKLE,2927,37.82,0.722,-0.1,19.085,2.2,1,1,37.82,37.82,37.82,37.82,66.9
3,B5 SH,SHANKLE,2930,79.36,0.47,-6,35.77,2.4,1,0.45,79.36,67.67,67.38,67.38,67.38
3,B5 SH,SHANKLE,2930.5,78.41,0.468,-6.4,33.73,2.6,1,0.4,78.41,67.67,67.67,67.67,67.38
3,B5 SH,SHANKLE,2931,70,0.453,-8.4,31.445,2.6,1,0.35,70,70,70,70,67.38
3,B5 SH,SHANKLE,2931.5,67.67,0.43,-9.9,31.45,2.7,1,0.3,67.67,70.08,70.08,70,67.38
3,B5 SH,SHANKLE,2932,67.38,0.391,-7.6,30.565,2.6,1,0.25,67.38,70.08,70.08,70,67.38
3,B5 SH,SHANKLE,2932.5,70.08,0.34,-2.9,33.215,2.5,1,0.2,70.08,70,70,70,67.38
3,B5 SH,SHANKLE,2933,72.4,0.29,-0.2,39.915,2.3,1,0.15,72.4,67.67,67.67,67.67,67.38
3,B5 SH,SHANKLE,2933.5,70.73,0.241,-4,41.445,2.3,1,0.1,70.73,67.38,67.38,67.38,67.38
3,B5 SH,SHANKLE,2934,65.14,0.193,-1.9,37.005,2.6,1,0.05,65.14,65.14,65.14,65.14,65.14
7,B5 LM,SHANKLE,2934.5,52.05,0.152,5.9,29.525,2.9,2,1,52.05,52.05,52.05,52.05,53.66
7,B5 LM,SHANKLE,2935,30.56,0.121,12.2,27.265,3,2,0.958,30.56,31.3,45.23,52.05,53.09
7,B5 LM,SHANKLE,2935.5,25.47,0.097,10.8,27.915,3,2,0.917,25.47,31.3,45.23,52.05,52.05
7,B5 LM,SHANKLE,2936,25.34,0.093,6.4,27.115,3,2,0.875,25.34,31.3,45.23,48.3,48.3
7,B5 LM,SHANKLE,2936.5,31.3,0.111,3.8,26.515,3,2,0.833,31.3,31.3,45.23,47.58,47.58
7,B5 LM,SHANKLE,2937,45.23,0.146,3.6,24.38,3,2,0.792,45.23,45.23,45.23,45.23,47.58
7,B5 LM,SHANKLE,2937.5,53.09,0.196,4.7,22.525,3,2,0.75,53.09,47.58,45.23,45.23,47.58
7,B5 LM,SHANKLE,2938,53.66,0.255,2.1,19.515,3.1,2,0.708,53.66,47.58,45.57,45.57,47.58
7,B5 LM,SHANKLE,2938.5,48.3,0.318,-1.1,16.71,3.4,2,0.667,48.3,47.58,47.58,47.58,47.58
8,B5 LM,SHANKLE,2939,47.58,0.386,-1.3,14.275,4,2,0.625,47.58,48.3,48.3,48.3,48.3
8,B5 LM,SHANKLE,2939.5,44.54,0.456,0.5,12.48,4.2,2,0.583,44.54,48.3,49.17,49.17,49.17
8,B5 LM,SHANKLE,2940,45.57,0.531,1.6,11.42,4.3,2,0.542,45.57,48.3,49.17,53.09,53.09
8,B5 LM,SHANKLE,2940.5,49.17,0.607,1,10.82,4.3,2,0.5,49.17,49.17,49.17,53.66,53.66
8,B5 LM,SHANKLE,2941,58.97,0.68,0.6,10.535,4.4,2,0.458,58.97,58.97,58.97,58.97,58.97
8,B5 LM,SHANKLE,2941.5,78.86,0.744,0.7,10.32,4.6,2,0.417,78.86,78.86,78.63,78.63,78.63
8,B5 LM,SHANKLE,2942,100.24,0.797,1.4,10.38,4.7,2,0.375,100.24,78.86,78.86,78.86,78.86
8,B5 LM,SHANKLE,2942.5,97.94,0.842,0.8,10.56,4.8,2,0.333,97.94,94.67,94.67,94.67,94.67
8,B5 LM,SHANKLE,2943,94.67,0.881,-0.5,10.57,4.7,2,0.292,94.67,97.94,97.94,97.94,94.67
8,B5 LM,SHANKLE,2943.5,78.63,0.914,-1,10.18,4.7,2,0.25,78.63,97.99,97.99,97.99,94.67
8,B5 LM,SHANKLE,2944,97.99,0.932,-1.9,9.31,4.7,2,0.208,97.99,97.99,100.24,97.99,94.67
8,B5 LM,SHANKLE,2944.5,130.86,0.921,-2.5,8.1,4.9,2,0.167,130.86,130.86,97.99,97.99,94.67
8,B5 LM,SHANKLE,2945,167.9,0.883,-0.8,6.22,4.5,2,0.125,150,130.86,97.99,97.94,94.67
8,B5 LM,SHANKLE,2945.5,191.7,0.822,4.2,5.195,3.8,2,0.083,150,130.86,97.99,94.67,94.67
3,C SH,SHANKLE,2946,149.65,0.711,-5.9,24.32,2.3,1,1,149.65,130.86,97.99,78.63,78.63
3,C SH,SHANKLE,2948,75.83,0.571,-9.4,34.61,2.8,1,0.93,75.83,75.83,75.83,75.83,75.83
3,C SH,SHANKLE,2948.5,66.28,0.56,2.5,28.99,2.7,1,0.912,66.28,72.32,72.32,72.32,72.32
3,C SH,SHANKLE,2949,69.44,0.567,-0.2,27.455,2.6,1,0.895,69.44,72.26,72.26,72.26,72.26
3,C SH,SHANKLE,2949.5,69.67,0.584,-1.6,24.68,2.6,1,0.877,69.67,69.67,69.67,69.67,69.67
3,C SH,SHANKLE,2950,72.32,0.609,-2.1,21.265,2.9,1,0.86,72.32,69.44,69.44,69.44,69.67
3,C SH,SHANKLE,2950.5,72.26,0.634,5.3,16.795,3.2,1,0.842,72.26,69.44,69.17,69.17,69.44
3,C SH,SHANKLE,2951,66.6,0.652,8.9,13.99,3.3,1,0.825,66.6,69.17,69.17,69.17,69.34
3,C SH,SHANKLE,2951.5,66.67,0.659,10.7,14.42,3.2,1,0.807,66.67,67.63,69.17,69.34,69.34
3,C SH,SHANKLE,2952,67.49,0.661,9.3,15.755,3.2,1,0.789,67.49,67.63,69.17,69.17,69.34
3,C SH,SHANKLE,2952.5,69.17,0.657,6.3,17.91,3,1,0.772,69.17,67.63,67.71,69.17,69.44
3,C SH,SHANKLE,2953,67.63,0.649,6.3,17.22,3.2,1,0.754,67.63,67.71,67.71,69.17,69.67
3,C SH,SHANKLE,2953.5,74.65,0.639,7.1,16.125,3.1,1,0.737,74.65,69.17,69.17,69.17,69.34
3,C SH,SHANKLE,2954,69.34,0.626,6.4,16.405,3.1,1,0.719,69.34,69.34,69.34,69.34,69.34
3,C SH,SHANKLE,2954.5,67.71,0.616,3.6,17.57,2.9,1,0.702,67.71,69.85,69.85,69.34,69.34
3,C SH,SHANKLE,2955,69.85,0.61,2.9,18.53,3,1,0.684,69.85,71.24,69.85,69.85,69.85
3,C SH,SHANKLE,2955.5,72.99,0.606,6.6,17.785,3,1,0.667,72.99,69.85,71.24,71.24,71.24
3,C SH,SHANKLE,2956,72.73,0.605,3.5,21.265,2.8,1,0.649,72.73,71.24,71.24,72.51,71.24
3,C SH,SHANKLE,2956.5,71.24,0.606,-3,23.97,2.8,1,0.632,71.24,72.51,72.51,72.51,72.51
3,C SH,SHANKLE,2957,65.18,0.607,-1.1,24.32,3.3,1,0.614,65.18,72.73,72.73,72.51,72.51
3,C SH,SHANKLE,2957.5,76.51,0.61,3.1,23.925,3.3,1,0.596,76.51,72.73,72.73,72.73,71.24
3,C SH,SHANKLE,2958,72.51,0.615,0.3,27.215,3.1,1,0.579,72.51,72.51,72.73,72.73,71.32
3,C SH,SHANKLE,2958.5,73.66,0.622,-8,30.125,2.7,1,0.561,73.66,72.96,72.51,72.51,71.32
3,C SH,SHANKLE,2959,72.96,0.627,-12.3,29.985,2.5,1,0.544,72.96,72.96,72.51,71.32,72.18
3,C SH,SHANKLE,2959.5,66.05,0.628,-9.4,26.215,2.8,1,0.526,66.05,72.51,72.51,71.32,71.32
3,C SH,SHANKLE,2960,75.61,0.624,-1.1,21.255,3.1,1,0.509,75.61,71.32,71.32,72.18,71.32
3,C SH,SHANKLE,2960.5,68.69,0.621,6.8,16.645,3.3,1,0.491,68.69,69.16,71.32,71.32,72.18
3,C SH,SHANKLE,2961,67.49,0.621,5.2,17.925,3,1,0.474,67.49,69.16,69.16,71.32,72.36
3,C SH,SHANKLE,2961.5,71.32,0.62,2,18.325,2.9,1,0.456,71.32,69.16,69.16,71.32,72.18
3,C SH,SHANKLE,2962,69.16,0.616,3.5,16.405,3.1,1,0.439,69.16,69.16,71.32,71.32,72.18
3,C SH,SHANKLE,2962.5,72.18,0.611,5.7,15.525,3.3,1,0.421,72.18,71.32,71.32,72.11,72.11
3,C SH,SHANKLE,2963,67.16,0.606,4.4,16.48,3.2,1,0.404,67.16,72.18,72.11,72.11,71.57
3,C SH,SHANKLE,2963.5,72.36,0.606,1.5,18.61,3.2,1,0.386,72.36,72.18,72.18,72.11,72.11
3,C SH,SHANKLE,2964,76.08,0.614,0.8,19.615,3.1,1,0.368,76.08,72.36,72.18,72.11,72.11
3,C SH,SHANKLE,2964.5,75.85,0.626,1.8,21.045,2.9,1,0.351,75.85,72.36,72.18,72.18,72.18
3,C SH,SHANKLE,2965,72.11,0.633,-3.6,22.505,2.7,1,0.333,72.11,72.36,72.36,72.36,72.36
3,C SH,SHANKLE,2965.5,73.8,0.635,-9,22.545,2.9,1,0.316,73.8,72.44,72.44,72.44,72.44
3,C SH,SHANKLE,2966,71.57,0.636,-5.1,17.625,3.3,1,0.298,71.57,72.44,73.8,73.8,72.44
3,C SH,SHANKLE,2966.5,71.38,0.629,1,14.06,3.6,1,0.281,71.38,72.44,73.8,74.87,72.44
3,C SH,SHANKLE,2967,72.44,0.622,6.2,14.855,3.1,1,0.263,72.44,73.8,73.8,73.8,73.8
3,C SH,SHANKLE,2967.5,74.87,0.622,5.8,19.845,2.8,1,0.246,74.87,74.87,73.8,72.44,74.62
3,C SH,SHANKLE,2968,76.01,0.621,-2.7,23.955,2.4,1,0.228,76.01,74.87,72.44,73.8,73.8
3,C SH,SHANKLE,2968.5,76.11,0.618,-9,25.4,3,1,0.211,76.11,74.87,74.62,74.62,73.8
3,C SH,SHANKLE,2969,76.47,0.624,-3.5,24.095,3.3,1,0.193,76.47,74.87,74.87,74.62,74.62
3,C SH,SHANKLE,2969.5,70.18,0.628,-5.4,24.15,3.2,1,0.175,70.18,75.04,74.87,74.87,74.87
3,C SH,SHANKLE,2970,71.13,0.623,-10.2,24.425,2.9,1,0.158,71.13,74.62,75.04,75.04,74.87
3,C SH,SHANKLE,2970.5,74.62,0.612,-13.2,21.35,2.9,1,0.14,74.62,74.62,75.04,75.04,74.87
3,C SH,SHANKLE,2971,75.04,0.597,-3.6,17.66,2.9,1,0.123,75.04,74.62,75.01,75.01,74.87
3,C SH,SHANKLE,2971.5,71.03,0.576,7.1,16.71,2.5,1,0.105,71.03,75.01,74.62,74.62,74.62
3,C SH,SHANKLE,2972,79.47,0.575,-9.8,35.285,2.1,1,0.088,79.47,75.01,74.62,71.13,71.13
3,C SH,SHANKLE,2972.5,76.72,0.603,-9.9,51.3,1.8,1,0.07,76.72,75.01,74.62,71.13,71.03
3,C SH,SHANKLE,2973,75.01,0.654,-18.3,55.915,1.8,1,0.053,75.01,71.03,71.03,71.03,70.18
